               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.048323,            0.017177,           0.0084733,             0.58261,             0.88333,             0.80856,             0.39375,            0.047532,            0.013335,            0.022671,           0.0084655,           0.0084655,           0.0084655
                 157,            0.040313,            0.016054,           0.0094576,             0.66258,             0.88333,             0.80442,             0.40721,            0.051204,            0.014228,            0.022438,           0.0084556,           0.0084556,           0.0084556
                 158,            0.045868,            0.020246,           0.0090486,             0.57031,             0.80935,             0.68004,             0.31629,            0.055012,            0.013366,            0.022381,           0.0084457,           0.0084457,           0.0084457
                 159,            0.054379,            0.021009,           0.0096465,             0.67328,             0.88333,             0.80763,             0.34704,            0.048565,            0.012969,            0.022282,           0.0084358,           0.0084358,           0.0084358
                 160,            0.045687,            0.020792,           0.0098068,             0.60901,             0.84918,             0.78244,               0.413,            0.047884,            0.013239,            0.022232,           0.0084259,           0.0084259,           0.0084259
                 161,            0.041066,            0.019602,           0.0088831,             0.65709,             0.81667,             0.73034,              0.3016,            0.052399,            0.014162,            0.022041,            0.008416,            0.008416,            0.008416
                 162,            0.050625,            0.023451,            0.010462,             0.75205,             0.88333,             0.82632,              0.4024,            0.047722,            0.013455,            0.021729,           0.0084061,           0.0084061,           0.0084061
                 163,            0.051368,            0.020278,           0.0097379,             0.69297,             0.81667,             0.72862,             0.36164,            0.048691,            0.013446,            0.021534,           0.0083962,           0.0083962,           0.0083962
                 164,             0.04432,             0.02105,              0.0105,             0.77884,             0.87698,             0.83115,             0.47277,            0.044076,            0.013105,            0.021942,           0.0083863,           0.0083863,           0.0083863
                 165,            0.041736,            0.018708,           0.0093391,             0.89439,                0.75,             0.76231,             0.26358,            0.051481,            0.014428,            0.021873,           0.0083764,           0.0083764,           0.0083764
                 166,            0.047919,            0.019342,           0.0090845,             0.77137,             0.86725,             0.83016,             0.53593,            0.045841,            0.014004,            0.022152,           0.0083665,           0.0083665,           0.0083665
                 167,            0.046431,            0.018849,           0.0094813,              0.7226,             0.81667,             0.82867,             0.38225,            0.044521,            0.014019,             0.02169,           0.0083566,           0.0083566,           0.0083566
                 168,             0.04056,             0.01819,           0.0089293,             0.81399,             0.88333,             0.89229,             0.51917,            0.044609,            0.013321,            0.021816,           0.0083467,           0.0083467,           0.0083467
                 169,            0.042591,            0.020692,           0.0084214,              0.7364,             0.81667,              0.8021,             0.33252,            0.047079,             0.01388,            0.022446,           0.0083368,           0.0083368,           0.0083368
                 170,            0.041969,            0.019309,           0.0086364,             0.82703,             0.88162,             0.89254,               0.551,            0.043095,            0.012737,            0.022282,           0.0083269,           0.0083269,           0.0083269
                 171,            0.043058,            0.018804,           0.0092234,             0.85541,             0.81667,             0.80052,             0.31069,            0.052765,            0.013928,            0.022778,            0.008317,            0.008317,            0.008317
                 172,            0.051943,            0.021193,            0.010292,             0.84484,             0.85914,             0.85768,             0.46927,            0.045041,            0.013279,            0.022243,           0.0083071,           0.0083071,           0.0083071
                 173,            0.041369,            0.020673,           0.0090724,             0.85524,             0.79754,             0.83898,             0.45427,            0.044974,            0.012649,            0.021927,           0.0082972,           0.0082972,           0.0082972
                 174,            0.041414,            0.019347,           0.0098968,             0.77342,             0.83663,             0.80432,             0.50481,             0.04332,            0.012541,            0.021854,           0.0082873,           0.0082873,           0.0082873
                 175,            0.039831,             0.02031,            0.009602,             0.84704,             0.83604,             0.82545,             0.44645,            0.044809,            0.012997,            0.021969,           0.0082774,           0.0082774,           0.0082774
                 176,            0.039173,             0.01863,           0.0085349,             0.79431,             0.86844,             0.82473,             0.50508,            0.044548,            0.012829,            0.021599,           0.0082675,           0.0082675,           0.0082675
                 177,            0.039879,            0.018221,           0.0091176,             0.72952,                0.75,             0.69579,             0.31626,            0.052935,            0.014107,            0.021198,           0.0082576,           0.0082576,           0.0082576
                 178,            0.045834,            0.018831,           0.0089762,             0.66042,             0.88333,             0.80816,             0.39694,            0.044866,            0.013345,            0.020855,           0.0082477,           0.0082477,           0.0082477
                 179,            0.040545,            0.018625,           0.0095477,             0.82273,             0.81667,             0.77782,             0.51459,            0.042427,            0.012994,            0.020504,           0.0082378,           0.0082378,           0.0082378
                 180,            0.038233,            0.016166,           0.0084194,             0.74473,             0.88333,             0.84176,             0.53591,            0.040817,            0.012878,            0.020134,           0.0082279,           0.0082279,           0.0082279
                 181,             0.04058,            0.019635,            0.009449,             0.73158,             0.88333,             0.80899,             0.44813,            0.044607,            0.013231,            0.020599,            0.008218,            0.008218,            0.008218
                 182,            0.043034,            0.020276,           0.0085926,             0.69581,             0.81667,             0.81813,             0.44609,            0.045669,            0.013477,            0.020126,           0.0082081,           0.0082081,           0.0082081
                 183,            0.044864,             0.01983,           0.0096874,             0.83927,             0.88333,             0.82928,             0.49569,            0.040806,            0.012826,            0.020447,           0.0081982,           0.0081982,           0.0081982
                 184,            0.039173,            0.017655,           0.0093623,              0.7182,             0.81667,             0.77504,             0.36461,            0.046558,            0.013677,            0.020203,           0.0081883,           0.0081883,           0.0081883
                 185,            0.042507,            0.019592,           0.0085608,             0.80484,             0.88095,             0.89816,             0.54601,            0.040045,            0.012977,            0.020775,           0.0081784,           0.0081784,           0.0081784
                 186,            0.041384,            0.018491,           0.0089321,             0.81499,             0.81667,             0.85767,             0.48345,            0.044393,            0.013664,            0.020763,           0.0081685,           0.0081685,           0.0081685
                 187,            0.041793,            0.021534,           0.0089378,             0.73329,             0.87072,             0.78783,             0.49599,            0.043934,            0.013922,            0.021446,           0.0081586,           0.0081586,           0.0081586
                 188,             0.04479,            0.021211,           0.0091255,             0.82957,             0.81667,             0.78254,             0.35975,            0.045098,            0.014067,            0.020958,           0.0081487,           0.0081487,           0.0081487
                 189,            0.040366,            0.019318,           0.0088143,             0.81891,             0.88333,              0.8326,             0.55468,            0.039006,            0.013285,            0.020546,           0.0081388,           0.0081388,           0.0081388
                 190,            0.038284,            0.018965,           0.0093215,             0.78496,             0.81667,               0.788,             0.45374,            0.043183,            0.013957,            0.021023,           0.0081289,           0.0081289,           0.0081289
                 191,            0.041203,            0.018017,           0.0080951,             0.75062,             0.88333,             0.82828,             0.42577,            0.050477,            0.013954,            0.021023,            0.008119,            0.008119,            0.008119
                 192,            0.050434,            0.020462,           0.0084503,             0.80702,             0.88333,             0.83067,             0.51556,            0.039699,            0.013642,            0.020897,           0.0081091,           0.0081091,           0.0081091
                 193,            0.038714,            0.018312,           0.0088733,             0.74893,             0.88333,             0.83334,               0.554,            0.040427,            0.014194,            0.021088,           0.0080992,           0.0080992,           0.0080992
                 194,            0.037518,            0.017339,           0.0091215,             0.79913,             0.88333,              0.8326,              0.4958,            0.040626,            0.013785,            0.020977,           0.0080893,           0.0080893,           0.0080893
                 195,            0.037044,             0.01852,           0.0079034,             0.73212,             0.88333,             0.81645,             0.49996,            0.046322,            0.013625,            0.020897,           0.0080794,           0.0080794,           0.0080794
                 196,            0.040807,              0.0203,           0.0075768,             0.79126,             0.88333,             0.81547,             0.42798,            0.044919,            0.013832,             0.02063,           0.0080695,           0.0080695,           0.0080695
                 197,            0.041607,            0.019701,           0.0080081,             0.77326,             0.88333,             0.81381,             0.52024,            0.043676,            0.013002,             0.02066,           0.0080596,           0.0080596,           0.0080596
                 198,            0.041722,            0.019069,            0.009255,             0.87556,             0.88333,             0.88085,             0.56723,            0.041029,            0.012929,             0.02013,           0.0080497,           0.0080497,           0.0080497
                 199,            0.035805,            0.016322,           0.0083109,             0.88939,             0.88037,             0.83135,             0.47851,            0.042352,            0.013184,            0.019634,           0.0080398,           0.0080398,           0.0080398
                 200,            0.035745,            0.017305,           0.0077405,             0.88613,             0.88073,                0.83,             0.47043,            0.042966,            0.012939,            0.019886,           0.0080299,           0.0080299,           0.0080299
                 201,            0.040302,            0.015938,           0.0087212,             0.83554,             0.87975,             0.86466,             0.52623,            0.042858,            0.012597,            0.019833,             0.00802,             0.00802,             0.00802
                 202,            0.042515,            0.019489,           0.0082687,             0.85731,             0.87109,             0.84733,              0.5075,            0.041219,            0.012987,            0.019768,           0.0080101,           0.0080101,           0.0080101
                 203,            0.040255,            0.018117,           0.0089107,             0.85748,             0.87118,             0.83617,             0.52643,            0.037995,            0.011791,            0.019634,           0.0080002,           0.0080002,           0.0080002
                 204,            0.036983,            0.014263,             0.00799,             0.77053,             0.81667,             0.75075,             0.34313,            0.052318,            0.013635,            0.020016,           0.0079903,           0.0079903,           0.0079903
                 205,            0.048879,            0.020167,           0.0089619,              0.8771,             0.87233,             0.82864,             0.48162,            0.039876,            0.012362,            0.020359,           0.0079804,           0.0079804,           0.0079804
                 206,            0.039583,            0.018013,           0.0081948,             0.68799,             0.85565,             0.75196,              0.3901,            0.043105,            0.013103,            0.020634,           0.0079705,           0.0079705,           0.0079705
                 207,            0.038588,            0.018204,           0.0083643,             0.83443,             0.88272,             0.82374,             0.48337,            0.039231,            0.012376,            0.021801,           0.0079606,           0.0079606,           0.0079606
                 208,            0.038775,            0.017336,           0.0088637,             0.75157,             0.83493,             0.78662,             0.37196,            0.046494,            0.013503,            0.021481,           0.0079507,           0.0079507,           0.0079507
                 209,            0.042491,             0.01724,           0.0085454,             0.85255,             0.88333,             0.83108,             0.51927,            0.041084,            0.012977,            0.022251,           0.0079408,           0.0079408,           0.0079408
                 210,            0.040446,            0.017868,           0.0082129,              0.8505,             0.88333,             0.82575,             0.41836,            0.043208,            0.013147,            0.021233,           0.0079309,           0.0079309,           0.0079309
                 211,             0.04195,            0.019226,           0.0081439,             0.85381,             0.88333,             0.82715,              0.4827,            0.041862,            0.013119,            0.022102,            0.007921,            0.007921,            0.007921
                 212,            0.041306,            0.017797,           0.0089169,             0.85364,             0.88333,              0.8257,             0.46514,            0.040063,            0.012636,            0.021545,           0.0079111,           0.0079111,           0.0079111
                 213,            0.036858,            0.017744,           0.0086068,             0.85519,             0.88333,             0.82874,              0.4937,            0.039808,            0.013029,            0.021263,           0.0079012,           0.0079012,           0.0079012
                 214,            0.036337,            0.016692,           0.0083266,              0.8542,             0.88333,             0.82824,             0.48579,            0.038004,             0.01218,            0.020596,           0.0078913,           0.0078913,           0.0078913
                 215,            0.036886,            0.020819,           0.0087698,             0.85428,             0.87912,             0.82954,             0.48667,            0.040103,            0.013102,             0.02066,           0.0078814,           0.0078814,           0.0078814
                 216,            0.038655,            0.018239,            0.008553,             0.84901,             0.88333,             0.83333,             0.40917,            0.042624,             0.01245,            0.020187,           0.0078715,           0.0078715,           0.0078715
                 217,            0.040987,            0.018425,           0.0083617,             0.85482,             0.88333,             0.83071,             0.54429,             0.03814,            0.012449,            0.020229,           0.0078616,           0.0078616,           0.0078616
                 218,            0.033339,            0.017901,           0.0075041,             0.76825,             0.81667,             0.81155,             0.45075,            0.041735,            0.013027,            0.020142,           0.0078517,           0.0078517,           0.0078517
                 219,            0.039219,            0.017932,           0.0086606,             0.84851,               0.882,             0.83038,             0.55489,            0.038084,            0.012368,            0.020161,           0.0078418,           0.0078418,           0.0078418
                 220,            0.035673,            0.018167,           0.0078125,             0.84356,             0.88333,              0.8326,             0.48719,            0.039659,            0.012625,            0.019928,           0.0078319,           0.0078319,           0.0078319
                 221,            0.037515,            0.018956,           0.0076178,             0.80097,             0.81667,             0.81202,             0.55336,            0.039141,            0.012233,            0.020145,            0.007822,            0.007822,            0.007822
                 222,            0.037528,            0.018198,           0.0087346,             0.85077,             0.88333,             0.86757,              0.5227,            0.038665,            0.012162,            0.020184,           0.0078121,           0.0078121,           0.0078121
                 223,             0.03834,            0.019148,           0.0080686,             0.79092,             0.87516,             0.83085,             0.50442,            0.042741,            0.012431,            0.020615,           0.0078022,           0.0078022,           0.0078022
                 224,            0.040232,            0.018272,           0.0084253,             0.85283,             0.88333,             0.83392,             0.50446,            0.039006,            0.012376,            0.021294,           0.0077923,           0.0077923,           0.0077923
                 225,            0.038224,            0.019346,           0.0084278,             0.86041,             0.87843,             0.83239,             0.49477,            0.040514,            0.012583,            0.021187,           0.0077824,           0.0077824,           0.0077824
                 226,            0.038424,            0.020458,           0.0086386,              0.7944,             0.88333,             0.83758,             0.52992,            0.039326,            0.012417,            0.020626,           0.0077725,           0.0077725,           0.0077725
                 227,            0.036366,            0.016105,           0.0082633,             0.80672,             0.88333,             0.83334,             0.51401,            0.038274,            0.012302,            0.020645,           0.0077626,           0.0077626,           0.0077626
                 228,            0.033314,            0.017509,           0.0075866,             0.79015,             0.88333,              0.8352,             0.50467,            0.039187,            0.012847,            0.020744,           0.0077527,           0.0077527,           0.0077527
                 229,            0.036608,            0.015865,           0.0077431,             0.85015,             0.88333,             0.83082,             0.52073,            0.042039,             0.01275,            0.020649,           0.0077428,           0.0077428,           0.0077428
                 230,            0.038905,            0.017366,           0.0076986,             0.85003,             0.86532,             0.83082,             0.51234,              0.0393,            0.012523,            0.022007,           0.0077329,           0.0077329,           0.0077329
                 231,            0.039283,            0.017307,           0.0080213,             0.84708,             0.87129,             0.83182,             0.47795,            0.038795,            0.012523,            0.021275,            0.007723,            0.007723,            0.007723
                 232,            0.035958,            0.018785,           0.0085985,             0.84648,             0.87063,             0.82902,             0.57551,            0.037447,            0.011861,            0.021748,           0.0077131,           0.0077131,           0.0077131
                 233,            0.038708,            0.017677,           0.0085442,             0.87436,             0.88234,             0.83392,             0.43854,            0.043269,            0.012763,            0.020878,           0.0077032,           0.0077032,           0.0077032
                 234,            0.036602,            0.015756,           0.0080209,             0.85262,             0.86785,             0.82873,             0.56814,            0.036822,            0.012204,            0.020527,           0.0076933,           0.0076933,           0.0076933
                 235,            0.034596,            0.016623,           0.0089494,             0.87545,             0.88333,             0.83362,              0.5165,            0.037897,            0.012758,            0.020332,           0.0076834,           0.0076834,           0.0076834
                 236,            0.033562,            0.015898,           0.0077517,             0.87055,             0.86443,             0.82928,             0.57224,            0.039093,            0.012326,            0.020409,           0.0076735,           0.0076735,           0.0076735
                 237,            0.038487,            0.017471,           0.0087022,             0.88318,             0.88333,             0.83748,             0.42907,            0.043553,            0.013687,            0.020245,           0.0076636,           0.0076636,           0.0076636
                 238,            0.042124,            0.020671,           0.0083118,             0.85771,             0.88333,              0.8325,             0.56448,             0.03658,             0.01193,            0.020447,           0.0076537,           0.0076537,           0.0076537
                 239,            0.038724,            0.019099,           0.0077583,             0.87663,             0.88333,             0.83567,             0.49996,            0.039535,            0.012375,            0.020737,           0.0076438,           0.0076438,           0.0076438
                 240,            0.033692,            0.018277,            0.007925,             0.88836,             0.88333,             0.83392,             0.55934,            0.038394,            0.012605,            0.021069,           0.0076339,           0.0076339,           0.0076339
                 241,            0.036217,            0.014648,           0.0086519,              0.8837,             0.88333,             0.83638,             0.38874,            0.047541,            0.014164,            0.020947,            0.007624,            0.007624,            0.007624
                 242,            0.040001,            0.016088,           0.0071893,             0.88093,             0.88333,             0.83667,             0.60287,            0.039591,             0.01275,            0.021275,           0.0076141,           0.0076141,           0.0076141
                 243,            0.037473,            0.017595,            0.008614,             0.87769,             0.88333,              0.8363,             0.53486,            0.037151,            0.012199,            0.020947,           0.0076042,           0.0076042,           0.0076042
                 244,            0.035251,            0.017952,           0.0074946,             0.85793,              0.8718,             0.83685,             0.56415,            0.040748,            0.013906,            0.021858,           0.0075943,           0.0075943,           0.0075943
                 245,            0.037676,            0.017573,           0.0081411,             0.87876,             0.88333,             0.83985,              0.4994,            0.040867,            0.012251,            0.021057,           0.0075844,           0.0075844,           0.0075844
                 246,            0.039188,            0.017706,           0.0078948,             0.86601,             0.88081,             0.84171,             0.54877,            0.041248,            0.013245,            0.022266,           0.0075745,           0.0075745,           0.0075745
                 247,            0.041547,            0.017666,           0.0084663,             0.88529,             0.88333,             0.83666,             0.49898,            0.041175,            0.012465,            0.021084,           0.0075646,           0.0075646,           0.0075646
                 248,            0.038056,            0.019867,           0.0078459,             0.88457,             0.86122,             0.84043,             0.52198,            0.039054,            0.012613,            0.022488,           0.0075547,           0.0075547,           0.0075547
                 249,            0.038643,             0.01627,           0.0073611,             0.88542,             0.88333,             0.83847,             0.42953,            0.045896,             0.01372,            0.021786,           0.0075448,           0.0075448,           0.0075448
                 250,             0.04249,            0.019168,           0.0080826,             0.88214,             0.88333,             0.83425,             0.57919,            0.038273,            0.012131,            0.022045,           0.0075349,           0.0075349,           0.0075349
                 251,            0.041057,            0.016524,           0.0081934,             0.87841,             0.88333,             0.83567,             0.43317,            0.046188,             0.01339,            0.021442,            0.007525,            0.007525,            0.007525
                 252,            0.039735,            0.016768,           0.0074417,             0.86136,             0.88333,             0.83429,             0.53536,            0.036613,            0.012929,            0.021523,           0.0075151,           0.0075151,           0.0075151
                 253,            0.035559,            0.017024,           0.0077682,             0.86627,             0.88333,             0.83402,               0.515,            0.041319,            0.013337,            0.021259,           0.0075052,           0.0075052,           0.0075052
                 254,            0.037864,            0.017079,           0.0080352,             0.86662,             0.88122,             0.83429,             0.49164,            0.042021,            0.012189,            0.021782,           0.0074953,           0.0074953,           0.0074953
                 255,             0.03928,            0.016884,            0.006446,             0.85743,             0.88333,             0.83667,             0.47484,            0.040331,            0.012146,            0.020954,           0.0074854,           0.0074854,           0.0074854
                 256,            0.037324,            0.016154,           0.0076135,             0.84015,             0.88333,             0.83512,              0.5703,            0.036399,            0.012152,            0.021179,           0.0074755,           0.0074755,           0.0074755
                 257,            0.032281,            0.016883,           0.0073244,             0.84403,             0.88333,              0.8364,             0.50986,            0.039491,            0.012639,            0.020954,           0.0074656,           0.0074656,           0.0074656
                 258,            0.036789,             0.01653,           0.0072452,             0.82271,             0.87411,             0.83818,             0.52777,            0.039232,            0.012004,              0.0214,           0.0074557,           0.0074557,           0.0074557
                 259,            0.039143,            0.017423,            0.007772,             0.82889,             0.87383,             0.83724,             0.53711,            0.038844,            0.012136,            0.020973,           0.0074458,           0.0074458,           0.0074458
                 260,            0.037282,            0.015966,            0.006886,             0.81803,             0.87315,             0.83371,             0.50342,            0.039557,            0.012244,            0.021492,           0.0074359,           0.0074359,           0.0074359
                 261,            0.038937,            0.016745,           0.0077699,             0.82295,             0.87384,             0.83454,             0.56188,            0.036415,            0.011898,            0.020775,            0.007426,            0.007426,            0.007426
                 262,            0.031446,            0.014628,           0.0073558,             0.84127,             0.88333,             0.83512,             0.53458,            0.040083,            0.012391,            0.021152,           0.0074161,           0.0074161,           0.0074161
                 263,            0.037366,            0.017184,           0.0082471,               0.844,             0.88333,             0.83695,             0.48799,            0.037385,            0.011915,            0.020149,           0.0074062,           0.0074062,           0.0074062
                 264,            0.036227,            0.015492,           0.0072504,             0.84814,             0.88333,             0.84167,              0.5382,            0.037152,            0.011875,            0.020123,           0.0073963,           0.0073963,           0.0073963
                 265,             0.03676,            0.017301,           0.0077813,             0.85794,             0.88333,             0.84127,             0.52567,            0.035965,            0.012191,            0.020214,           0.0073864,           0.0073864,           0.0073864
                 266,            0.035907,            0.018423,           0.0077657,             0.84973,             0.88333,             0.84075,             0.51954,            0.040325,            0.012102,            0.020466,           0.0073765,           0.0073765,           0.0073765
                 267,            0.035196,            0.017778,           0.0075748,             0.85661,             0.88333,             0.84185,             0.54695,            0.037721,            0.012243,            0.020458,           0.0073666,           0.0073666,           0.0073666
                 268,            0.034293,            0.015175,           0.0074631,             0.85349,             0.88333,             0.84075,             0.57312,            0.037082,            0.011759,            0.020084,           0.0073567,           0.0073567,           0.0073567
                 269,            0.035094,            0.018556,            0.007814,             0.86197,             0.88333,             0.84185,             0.53153,            0.037421,            0.011714,            0.020348,           0.0073468,           0.0073468,           0.0073468
                 270,             0.03507,            0.015785,           0.0075748,             0.85216,             0.88333,             0.83985,             0.54895,            0.038911,            0.012695,            0.020748,           0.0073369,           0.0073369,           0.0073369
                 271,            0.033862,            0.017446,           0.0067931,             0.85833,             0.88333,             0.83262,              0.5169,            0.036581,            0.012299,            0.020031,            0.007327,            0.007327,            0.007327
                 272,            0.037628,            0.017171,           0.0074879,             0.84302,             0.88333,             0.83413,             0.51853,            0.041864,             0.01255,            0.020714,           0.0073171,           0.0073171,           0.0073171
                 273,            0.037257,            0.018333,           0.0081072,             0.86174,             0.88333,             0.86856,             0.54007,            0.037748,            0.013261,            0.020355,           0.0073072,           0.0073072,           0.0073072
                 274,            0.034086,            0.019337,           0.0077853,             0.86602,             0.88333,             0.82955,              0.5686,            0.038111,            0.013327,            0.020519,           0.0072973,           0.0072973,           0.0072973
                 275,            0.031824,            0.017655,           0.0072842,             0.87332,             0.88019,             0.86812,             0.59581,             0.03627,            0.012739,            0.020325,           0.0072874,           0.0072874,           0.0072874
                 276,            0.036795,            0.016487,           0.0081852,             0.80354,             0.88333,             0.80751,             0.57767,            0.035263,            0.012745,            0.020287,           0.0072775,           0.0072775,           0.0072775
                 277,            0.032125,            0.015795,           0.0076517,             0.80444,             0.88333,             0.81055,             0.54365,            0.035832,            0.012794,            0.020355,           0.0072676,           0.0072676,           0.0072676
                 278,            0.031995,            0.016639,            0.007593,             0.88129,             0.88315,             0.82833,             0.58089,            0.037448,            0.012984,            0.020325,           0.0072577,           0.0072577,           0.0072577
                 279,            0.034418,            0.017379,           0.0070889,             0.80256,             0.88333,             0.80877,             0.52969,            0.038685,            0.012994,            0.020359,           0.0072478,           0.0072478,           0.0072478
                 280,            0.035905,            0.017342,           0.0076497,             0.79466,             0.88333,             0.84051,             0.56311,             0.03731,            0.013696,            0.020443,           0.0072379,           0.0072379,           0.0072379
                 281,            0.032519,            0.015359,            0.008376,             0.79708,             0.88333,             0.83935,             0.56264,            0.037114,            0.014023,            0.020573,            0.007228,            0.007228,            0.007228
                 282,            0.031505,            0.017756,           0.0078045,             0.89641,             0.86548,              0.8649,             0.58352,            0.039294,             0.01348,            0.020424,           0.0072181,           0.0072181,           0.0072181
                 283,             0.03254,            0.017163,           0.0061474,             0.88889,             0.87779,             0.85963,             0.54855,            0.038802,             0.01418,            0.019943,           0.0072082,           0.0072082,           0.0072082
                 284,            0.031182,            0.015876,           0.0071812,             0.84953,             0.88333,             0.83071,             0.57517,            0.035602,            0.012866,            0.019661,           0.0071983,           0.0071983,           0.0071983
                 285,            0.031655,            0.016031,           0.0074392,             0.87613,             0.88333,              0.8323,             0.52531,             0.03625,            0.013916,            0.019901,           0.0071884,           0.0071884,           0.0071884
                 286,            0.028839,             0.01566,           0.0069077,             0.86587,             0.88333,                0.83,             0.58629,             0.03582,            0.012444,            0.019695,           0.0071785,           0.0071785,           0.0071785
                 287,            0.033517,            0.013683,           0.0067919,             0.87703,             0.88333,             0.83392,             0.45309,            0.041054,            0.014512,            0.019768,           0.0071686,           0.0071686,           0.0071686
                 288,            0.034879,            0.015573,            0.006693,             0.86155,             0.88333,             0.83135,              0.5224,            0.036962,            0.013237,            0.019867,           0.0071587,           0.0071587,           0.0071587
                 289,            0.035586,             0.01865,           0.0076559,             0.86521,             0.87205,             0.83552,             0.54042,            0.036594,            0.012592,             0.01965,           0.0071488,           0.0071488,           0.0071488
                 290,            0.031684,            0.014192,           0.0073774,              0.8714,             0.87348,             0.83533,             0.51471,            0.039571,            0.012852,            0.020679,           0.0071389,           0.0071389,           0.0071389
                 291,            0.040262,             0.01611,           0.0072814,             0.86136,             0.87088,             0.87024,             0.51791,            0.040245,            0.013292,            0.020325,            0.007129,            0.007129,            0.007129
                 292,            0.035881,            0.017581,           0.0071265,             0.86381,             0.87714,             0.87371,             0.58333,            0.036908,            0.013189,            0.021301,           0.0071191,           0.0071191,           0.0071191
                 293,            0.033873,            0.017183,           0.0078151,              0.8755,             0.88178,             0.87779,             0.56836,            0.038535,            0.013661,            0.020836,           0.0071092,           0.0071092,           0.0071092
                 294,            0.033026,            0.017389,           0.0073489,             0.88476,             0.88333,             0.87359,             0.59012,            0.036803,            0.013614,            0.020603,           0.0070993,           0.0070993,           0.0070993
                 295,            0.034549,            0.014687,           0.0069498,             0.78593,             0.81667,             0.83065,             0.46264,            0.044955,            0.014428,            0.019932,           0.0070894,           0.0070894,           0.0070894
                 296,            0.038012,            0.016427,            0.007627,             0.87245,             0.88333,             0.86678,             0.54615,            0.037915,            0.013924,            0.019867,           0.0070795,           0.0070795,           0.0070795
                 297,            0.034207,            0.015559,           0.0072293,             0.87991,             0.88333,             0.86852,             0.49035,            0.038915,            0.013662,            0.019764,           0.0070696,           0.0070696,           0.0070696
                 298,            0.033293,            0.014786,           0.0072563,             0.88335,             0.88333,             0.86872,             0.59491,             0.03706,             0.01281,            0.019833,           0.0070597,           0.0070597,           0.0070597
                 299,            0.036778,            0.015592,           0.0068558,             0.88662,             0.88333,             0.87133,             0.41075,            0.042939,             0.01426,             0.01989,           0.0070498,           0.0070498,           0.0070498
                 300,            0.035963,            0.014688,           0.0072804,              0.8868,             0.88333,             0.87146,               0.574,            0.037255,            0.013358,            0.019768,           0.0070399,           0.0070399,           0.0070399
                 301,             0.03007,            0.013913,             0.00674,              0.8732,             0.88333,             0.83392,             0.49427,            0.039285,             0.01409,            0.019859,             0.00703,             0.00703,             0.00703
                 302,            0.033777,            0.016328,           0.0073397,             0.88863,             0.88333,             0.83597,             0.50438,             0.03635,            0.012982,            0.019608,           0.0070201,           0.0070201,           0.0070201
                 303,            0.031169,            0.015322,           0.0070603,             0.88215,             0.88333,             0.83538,             0.54459,            0.035604,            0.012357,            0.019672,           0.0070102,           0.0070102,           0.0070102
                 304,            0.032052,            0.015444,            0.007268,             0.88111,             0.88333,             0.83748,             0.48196,            0.038359,            0.013313,            0.019672,           0.0070003,           0.0070003,           0.0070003
                 305,            0.032029,            0.017348,           0.0064081,             0.86938,             0.88333,             0.87176,             0.57396,            0.035889,             0.01284,            0.019531,           0.0069904,           0.0069904,           0.0069904
                 306,            0.032298,            0.016876,           0.0072062,             0.87067,             0.88333,             0.90467,             0.59549,            0.036003,            0.012605,            0.019714,           0.0069805,           0.0069805,           0.0069805
                 307,            0.031717,            0.014564,           0.0073471,             0.86069,             0.88295,             0.87392,             0.58467,            0.034404,            0.010979,            0.019814,           0.0069706,           0.0069706,           0.0069706
                 308,            0.033848,            0.014735,           0.0077074,             0.86055,             0.88325,             0.90618,             0.63548,              0.0353,            0.011485,             0.02021,           0.0069607,           0.0069607,           0.0069607
                 309,              0.0311,            0.016377,           0.0065613,             0.86147,             0.88168,             0.87246,             0.58106,             0.03419,            0.010937,            0.020332,           0.0069508,           0.0069508,           0.0069508
                 310,            0.031202,            0.015436,            0.006762,             0.86564,             0.88333,             0.91022,             0.63094,            0.036404,            0.011559,            0.020481,           0.0069409,           0.0069409,           0.0069409
                 311,             0.03366,            0.015827,           0.0075353,             0.86361,             0.88333,             0.90843,             0.59476,            0.034063,            0.010934,            0.020576,            0.006931,            0.006931,            0.006931
                 312,            0.032935,            0.015098,            0.007298,             0.79332,             0.88333,             0.88379,             0.63836,            0.033543,            0.010758,            0.020397,           0.0069211,           0.0069211,           0.0069211
                 313,            0.030404,             0.01371,           0.0065961,             0.79525,             0.88333,             0.85046,             0.54683,            0.035723,            0.011588,            0.020485,           0.0069112,           0.0069112,           0.0069112
                 314,            0.032171,            0.017033,           0.0067556,             0.88877,             0.86546,             0.90429,             0.65862,            0.034907,            0.012468,            0.020592,           0.0069013,           0.0069013,           0.0069013
                 315,             0.03453,            0.014541,           0.0072407,             0.79234,             0.88333,             0.84933,             0.56755,            0.034908,            0.011308,            0.020821,           0.0068914,           0.0068914,           0.0068914
                 316,            0.031794,            0.014529,           0.0076637,             0.88207,             0.87013,             0.90661,             0.69064,            0.030635,            0.010445,            0.020325,           0.0068815,           0.0068815,           0.0068815
                 317,            0.032578,            0.018044,           0.0075554,             0.83814,             0.88333,             0.90661,             0.61676,            0.035459,            0.011101,            0.020683,           0.0068716,           0.0068716,           0.0068716
